% type=behavior bar chart
% title=
% xlabel=group
% ylabel=Aggregation (%)


% raw data
% individual A
% group dark
425, 602, 584, 858, 495, 551, 746, 337, 601, 762, 
% frames total
27004, 27004, 27004, 27004, 27004, 27004, 27004, 27004, 27004, 27004, 

% experiment W:\Shir Ben Shaanan\Networks\Dark & Light\Dark\Assa_Males_Grouped_Dark_Unknown_RigA_20180723T125353
% frames labelled
840, 784, 1041, 747, 996, 887, 1728, 662, 659, 1149, 
% frames total
27003, 27003, 27003, 27003, 27003, 27003, 27003, 27003, 27003, 27003, 

% experiment W:\Shir Ben Shaanan\Networks\Dark & Light\Dark\Assa_Males_Grouped_Dark_Unknown_RigA_20180726T122740
% frames labelled
734, 671, 719, 886, 838, 826, 506, 399, 859, 609, 
% frames total
27002, 27002, 27002, 27002, 27002, 27002, 27002, 27002, 27002, 27002, 

% experiment W:\Shir Ben Shaanan\Networks\Dark & Light\Dark\Assa_Males_Grouped_Dark_Unknown_RigA_20180726T122745
% frames labelled
411, 391, 301, 653, 498, 340, 599, 460, 555, 425, 
% frames total
27004, 27004, 27004, 27004, 27004, 27004, 27004, 27004, 27004, 27004, 

% experiment W:\Shir Ben Shaanan\Networks\Dark & Light\Dark\Assa_Males_Grouped_Dark_Unknown_RigA_20180726T122747
% frames labelled
479, 353, 509, 536, 404, 463, 467, 653, 345, 484, 
% frames total
27003, 27003, 27003, 27003, 27003, 27003, 27003, 27003, 27003, 27003, 

% experiment W:\Shir Ben Shaanan\Networks\Dark & Light\Dark\Assa_Males_Grouped_Dark_Unknown_RigA_20180726T122748
% frames labelled
551, 113, 497, 503, 441, 568, 436, 475, 718, 303, 
% frames total
27003, 27003, 27003, 27003, 27003, 27003, 27003, 27003, 27003, 27003, 

% experiment W:\Shir Ben Shaanan\Networks\Dark & Light\Dark\Assa_Males_Grouped_Dark_Unknown_RigA_20180726T125040
% frames labelled
199, 396, 174, 252, 135, 131, 240, 185, 200, 164, 
% frames total
27001, 27001, 27001, 27001, 27001, 27001, 27001, 27001, 27001, 27001, 

% experiment W:\Shir Ben Shaanan\Networks\Dark & Light\Dark\Assa_Males_Grouped_Dark_Unknown_RigA_20180726T130953
% frames labelled
284, 547, 556, 801, 266, 350, 622, 382, 615, 503, 
% frames total
27001, 27001, 27001, 27001, 27001, 27001, 27001, 27001, 27001, 27001, 

% experiment W:\Shir Ben Shaanan\Networks\Dark & Light\Dark\Assa_Males_Grouped_Dark_Unknown_RigA_20180726T130958
% frames labelled
505, 662, 696, 661, 400, 716, 604, 437, 445, 503, 
% frames total
27003, 27003, 27003, 27003, 27003, 27003, 27003, 27003, 27003, 27003, 

% experiment W:\Shir Ben Shaanan\Networks\Dark & Light\Dark\Assa_Males_Grouped_Dark_Unknown_RigA_20180726T131001
% frames labelled
458, 816, 826, 841, 1178, 725, 542, 404, 772, 437, 
% frames total
